best_cf_drop_all_matched,best_cf_drop_covered,camc_delta_0.1,camc_delta_0.2,camc_delta_0.3,camc_delta_0.5,camc_flip,input_id,input_idx,input_row_index,k,method,parent_smiles,support,target_label
0.5166666666666667,0.5166666666666667,True,True,True,True,True,11,0,11,10,ours_selected_subgraph,O=C(O)Cc1ccc(SSc2ccc(CC(=O)O)cc2)cc1,True,1
-0.0033333333333333335,-0.0033333333333333335,False,False,False,False,True,16,1,16,10,ours_selected_subgraph,NNP(=S)(NN)c1ccccc1,True,1
0.6133333333333333,0.6133333333333333,True,True,True,True,True,80,2,80,10,ours_selected_subgraph,O=Nc1ccc(O)c(N=O)c1O,True,1
0.6066666666666667,0.6066666666666667,True,True,True,True,True,203,3,203,10,ours_selected_subgraph,Oc1ccc(Cl)cc1C(c1cc(Cl)ccc1O)C(Cl)(Cl)Cl,True,1
0.42666666666666664,0.42666666666666664,True,True,True,False,True,234,4,234,10,ours_selected_subgraph,NNC(=O)c1ccccc1SSc1ccccc1C(=O)NN,True,1
0.07999999999999999,0.07999999999999999,False,False,False,False,True,235,5,235,10,ours_selected_subgraph,O=C(NN=Cc1ccc(Cl)cc1Cl)c1ccccc1SSc1ccccc1C(=O)NN=Cc1ccc(Cl)cc1Cl,True,1
,,False,False,False,False,False,244,6,244,10,ours_selected_subgraph,S=c1[nH][nH]c(=S)s1,False,1
0.30999999999999994,,True,True,True,False,False,271,7,271,10,ours_selected_subgraph,Cc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N,True,1
0.5866666666666667,0.5866666666666667,True,True,True,True,True,279,8,279,10,ours_selected_subgraph,Nc1ccc2ccccc2c1N=Nc1ccc(C=Cc2ccc(N=Nc3c(N)ccc4ccccc34)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,True,1
0.5666666666666668,0.5666666666666668,True,True,True,True,True,326,9,326,10,ours_selected_subgraph,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c(OC3OC(CO)C(O)C(O)C3O)c(O)c(O)c1C2=O,True,1
0.20333333333333337,,True,True,False,False,False,352,10,352,10,ours_selected_subgraph,O=S(=O)(O)c1cc2ccc1C=Cc1ccc(cc1S(=O)(=O)O)N=Nc1ccc(c(S(=O)(=O)O)c1)C=Cc1ccc(cc1S(=O)(=O)O)N=N2,True,1
0.38333333333333336,0.38333333333333336,True,True,True,False,True,353,11,353,10,ours_selected_subgraph,Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4O)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,True,1
-0.003333333333333333,-0.003333333333333333,False,False,False,False,True,361,12,361,10,ours_selected_subgraph,O=S(c1ccccc1O)S(=O)c1ccccc1O,True,1
0.6033333333333334,0.6033333333333334,True,True,True,True,True,384,13,384,10,ours_selected_subgraph,O=S1(=O)OC(c2cc(Cl)c(O)c(Br)c2)(c2cc(Cl)c(O)c(Br)c2)c2ccccc21,True,1
0.6366666666666667,0.6366666666666667,True,True,True,True,True,387,14,387,10,ours_selected_subgraph,Cc1c(C2(c3cc(C(C)C)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(C(C)C)c(O)c1Br,True,1
0.5033333333333333,0.5033333333333333,True,True,True,True,True,429,15,429,10,ours_selected_subgraph,COC1C(OC(=O)C=CC=CC=CC=CC(=O)O)CCC2(CO2)C1C1(C)OC1CC=C(C)C,True,1
0.39333333333333337,0.39333333333333337,True,True,True,False,True,434,16,434,10,ours_selected_subgraph,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,True,1
0.3799999999999999,,True,True,True,False,False,443,17,443,10,ours_selected_subgraph,COc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,True,1
0.48666666666666675,0.48666666666666675,True,True,True,False,True,498,18,498,10,ours_selected_subgraph,Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc2c1N=Nc1ccc(-c2ccc(N=Nc3c(N)c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)ccc34)c(S(=O)(=O)O)c2)cc1,True,1
0.3166666666666667,0.3166666666666667,True,True,True,False,True,499,19,499,10,ours_selected_subgraph,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,True,1
0.63,0.63,True,True,True,True,True,654,20,654,10,ours_selected_subgraph,C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,True,1
-0.016666666666666666,-0.016666666666666666,False,False,False,False,True,676,21,676,10,ours_selected_subgraph,c1ccc2c3c(ccc2c1)[O][Fe-4]12([O]c4ccc5ccccc5c4N=[O+]1)([O]c1ccc4ccccc4c1N=[O+]2)[O+]=N3,True,1
-0.23333333333333334,-0.23333333333333334,False,False,False,False,True,699,22,699,10,ours_selected_subgraph,O=S1c2ccccc2Sc2ccccc21,True,1
0.66,0.66,True,True,True,True,True,740,23,740,10,ours_selected_subgraph,COc1cc2nncc(S)c2cc1OC,True,1
0.3466666666666667,0.3466666666666667,True,True,True,False,True,818,24,818,10,ours_selected_subgraph,CC(=O)C1=C(C)C2=Cc3c(C(C)=O)c(C)c4[n]3[Fe-3]35([Cl])[n]6c(c(C)c(CCC(=O)O)c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)O)=CC1=[N+]25,True,1
0.41000000000000003,0.41000000000000003,True,True,True,False,True,869,25,869,10,ours_selected_subgraph,N=C(N)Nc1ccccc1SSc1ccccc1NC(=N)N.O=S(=O)(O)O,True,1
,,False,False,False,False,False,879,26,879,10,ours_selected_subgraph,COC(=S)SSC(=S)NCCN(CCNC(=S)SSC(=S)OC)C(=S)SSC(=S)OC,False,1
0.6133333333333333,0.6133333333333333,True,True,True,True,True,978,27,978,10,ours_selected_subgraph,O=c1[nH]c2cc(Cl)c(Br)cc2o1,True,1
0.6733333333333333,0.6733333333333333,True,True,True,True,True,996,28,996,10,ours_selected_subgraph,COc1ccc(C)cc1S(=O)(=O)c1c(Cl)cccc1[N+](=O)[O-],True,1
0.6766666666666666,0.6766666666666666,True,True,True,True,True,1004,29,1004,10,ours_selected_subgraph,Cc1c(N=Nc2cc(N=Nc3ccc(N=Nc4ccc(O)c(C(=O)O)c4)cc3)c(N)cc2N)cccc1S(=O)(=O)O,True,1
,,False,False,False,False,False,1059,30,1059,10,ours_selected_subgraph,NC(=O)CSSCC(N)=O,False,1
0.4466666666666666,0.4466666666666666,True,True,True,False,True,1153,31,1153,10,ours_selected_subgraph,O=[N+]([O-])c1ccc(C=Cc2ccc(N=Nc3ccc(C=Cc4ccc([N+](=O)[O-])cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,True,1
0.6733333333333333,0.6733333333333333,True,True,True,True,True,1195,32,1195,10,ours_selected_subgraph,O=C(O)c1cc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(O)c(C(=O)O)c4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)ccc1O,True,1
0.5166666666666666,0.5166666666666666,True,True,True,True,True,1196,33,1196,10,ours_selected_subgraph,O=S(=O)(O)c1cc(N=Nc2ccc(O)c3ccccc23)ccc1C=Cc1ccc(N=Nc2ccc(O)c3ccccc23)cc1S(=O)(=O)O,True,1
0.5599999999999999,0.5599999999999999,True,True,True,True,True,1198,34,1198,10,ours_selected_subgraph,O=S(=O)(O)c1cc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)ccc1C=Cc1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)cc1S(=O)(=O)O,True,1
0.3733333333333333,0.3733333333333333,True,True,True,False,True,1199,35,1199,10,ours_selected_subgraph,O=C(O)c1cc2ccccc2c(N=Nc2ccc(C=Cc3ccc(N=Nc4c(O)c(C(=O)O)cc5ccccc45)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)c1O,True,1
0.18333333333333335,,True,False,False,False,False,1200,36,1200,10,ours_selected_subgraph,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,True,1
0.21666666666666667,0.21666666666666667,True,True,False,False,True,1212,37,1212,10,ours_selected_subgraph,c1ccc2[nH]c(SSc3nc4ccccc4[nH]3)nc2c1,True,1
0.6766666666666666,0.6766666666666666,True,True,True,True,True,1266,38,1266,10,ours_selected_subgraph,O=C1c2ccccc2C(=O)c2c(S)cccc21,True,1
0.5266666666666666,0.5266666666666666,True,True,True,True,True,1277,39,1277,10,ours_selected_subgraph,Nc1cc(C(=O)O)ccc1SSc1ccc(C(=O)O)cc1N,True,1
0.6233333333333333,0.6233333333333333,True,True,True,True,True,1322,40,1322,10,ours_selected_subgraph,CC(=O)Nc1ccc(S2=Nc3ccccc3S2)cc1,True,1
0.7866666666666666,0.7866666666666666,True,True,True,True,True,1461,41,1461,10,ours_selected_subgraph,Cc1cc(Cc2cc(C)cc(S(=O)(=O)O)c2O)c(O)c(S(=O)(=O)O)c1,True,1
0.4766666666666667,0.4766666666666667,True,True,True,False,True,1482,42,1482,10,ours_selected_subgraph,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,True,1
0.6299999999999999,0.6299999999999999,True,True,True,True,True,1510,43,1510,10,ours_selected_subgraph,CN(c1ccc(C(N)=O)cc1)c1c(O)nc2ccccc2c1O,True,1
0.63,0.63,True,True,True,True,True,1511,44,1511,10,ours_selected_subgraph,COc1ccc(OC)c(N=Nc2c(O)nc3ccccc3c2O)c1,True,1
0.64,0.64,True,True,True,True,True,1528,45,1528,10,ours_selected_subgraph,O=C(Nc1ccc2c(O)c(N=Nc3ccc4c(O)cc(S(=O)(=O)O)cc4c3)c(S(=O)(=O)O)cc2c1)c1ccccc1,True,1
0.2833333333333333,,True,True,False,False,False,1530,46,1530,10,ours_selected_subgraph,O=C(Nc1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1)c1ccc(N=Nc2ccc3c(S(=O)(=O)O)cccc3c2O)cc1,True,1
0.2433333333333333,,True,True,False,False,False,1532,47,1532,10,ours_selected_subgraph,O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)c(N=Nc3ccc4cc(S(=O)(=O)O)ccc4c3)c(S(=O)(=O)O)cc2c1,True,1
